"Associate","Location_Name","Type","Ref_No","Location Ref","Id","Notes","Address","City","State","Postal_Code","Address Country","Region","Country","Alternate Factor Region","Group Level 1","Group Level 2","Group Level 3","Group_Associate","Report_Percent","Effective_From","Effective_To","Group_Type","Latitude","Longitude","ANZSIC Code","Opened On","Closed On"
"Downer","S3_NZ_SICS_OTHER","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_SICS_OTHER","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_SICS_PROFESSIONAL SERVICES","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_SICS_PROFESSIONAL SERVICES","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_SICS_PROJECT MATERIALS","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_SICS_PROJECT MATERIALS","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_SICS_RAIL","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_SICS_RAIL","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_SICS_RAW MATERIALS","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_SICS_RAW MATERIALS","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_SICS_TRAVEL","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_SICS_TRAVEL","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_BUILDING PRODUCTS","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_BUILDING PRODUCTS","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_CONSUMABLES","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_CONSUMABLES","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_EQUIPMENT","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_EQUIPMENT","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_FACILITIES","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_FACILITIES","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_FLEET & FUELS","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_FLEET & FUELS","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_FOOD & BEVERAGE","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_FOOD & BEVERAGE","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_HME","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_HME","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_ICT","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_ICT","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_LABOUR HIRE & RECRUITMENT SERVICES","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_LABOUR HIRE & RECRUITMENT SERVICES","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_LAUNDRY","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_LAUNDRY","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_LOGISTICS","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_LOGISTICS","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_NOT CATEGORIZED","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_NOT CATEGORIZED","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_OTHER","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_OTHER","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_PROFESSIONAL SERVICES","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_PROFESSIONAL SERVICES","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_PROJECT MATERIALS","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_PROJECT MATERIALS","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_RAIL","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_RAIL","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_RAW MATERIALS","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_RAW MATERIALS","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_TRAVEL","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_TRAVEL","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","S3_NZ_T&I_TYRES","Other","","","","",,,,,"","Auckland","New Zealand",,"Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Scope 3 Category 1 TOTAL","Downer","100.0000",,,"Portfolio",,,,,
"Downer","S3_NZ_T&I_TYRES","Other","","","","",,,,,"","Auckland","New Zealand",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Asphalt Lay","Other","L9.J.170516","170516","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Civil Support","Other","L9.J.170509","170509","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Emulsion","Other","L9.J.170932","170932","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Housing - Aust Mob","Other","L9.S.16016392","16016392","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Housing - Inhouse Trades","Other","L9.S.16017382","16017382","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Housing Mgt Fee Admin OH","Other","L9.S.14001350","14001350","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Laboratory Services","Other","L9.J.170519","170519","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Maintenance South","Other","L9.J.170295","L9.J.170295","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Maintenance Support","Other","L9.J.170508","170508","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Metro Maintenance","Other","L9.J.170267","170267","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA North Maintenance","Other","L9.J.170266","170266","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA NT Management OH","Other","L9.J.23440216","23440216","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA NT Unify Direct OH","Other","L9.J.23440214","23440214","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Power Networks","Other","L9.S.16016295","16016295","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Profiling","Other","L9.J.170522","170522","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Schools Management Serv Del","Other","L9.S.16012430","16012430","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Schools Roma Mitchell Overhead","Other","L9.S.14000945","14000945","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Spray","Other","L9.J.170517","170517","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Stabilising","Other","L9.J.170521","170521","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Surfacing Support","Other","L9.J.170515","170515","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Water","Other","L9.S.16015977","16015977","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA Zubri / Aftercare","Other","L9.J.170518","170518","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA/WA Asphalt BD & Est","Other","L9.J.170962","170962","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SA/WA Management","Other","L9.J.170550","170550","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SACL Sub21 SP4","Other","L9.J.38270096","38270096","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SACL-TAXILANE DOM2 & 3 & APRON","Other","L9.J.17093326","17093326","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Safety Environment & Q","Other","L9.J.170504","170504","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Sale Support","Other","L9.J.241929","241929","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Santos EU Subcontractors","Other","L9.J.38250025","L9.J.38250025","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Santos Skids MCC PO6 Supply","Other","L9.J.38270109","38270109","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Santos Surat Clearing","Other","L9.J.382504","382504","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Santos Upstream Development","Other","L9.J.38250008","38250008","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Santos Upstream Services","Other","L9.J.38250009","38250009","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SAXTON CREEK UPGRADE STAGE 4","Other","L9.DNZJ.DS2667","JP_DS2667","","","6 Dorset Street","Richmond","Richmond","7020","New Zealand","Brightwater","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-41.3419","173.1836",,,
"Downer","SC3.1 - Purchased Goods and Services","Branch","L9.J.106","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SC3.10 - Processing of sold products","Branch","L9.J.109206","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SC3.11 - Use of sold products","Branch","L9.J.105","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SC3.12 - End of life treatment of sold products","Branch","L9.J.112","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SC3.13 - Downstream leased assets","Branch","L9.J.113","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SC3.14 - Franchises","Branch","L9.J.100052","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SC3.15 - Investments","Branch","L9.J.100096","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SC3.16 - Water","Branch","L9.J.100097","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SC3.2 - Capital Goods","Branch","L9.J.100098","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SC3.3 - Fuel and energy related activities","Branch","L9.J.100099","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SC3.4 - Upstream transportation and distribution","Branch","L9.J.100101","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SC3.5 - Waste generated in operations","Branch","L9.J.100102","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SC3.6 - Business Travel","Branch","L9.J.100149","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SC3.7 - Employee Commuting","Branch","L9.J.10015001","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SC3.8 - Upstream leased assets","Branch","L9.J.100152","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","SC3.9 - Downstream transportation and distribution","Branch","L9.J.100156","","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","Scaffolding","Other","L9.J.38275005","38275005","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SCIS Overheads","Other","L9.DNZJ.69901","69901","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","SCNOC - AWT - Half Chain Road","Infrastructure","L9.DNZJ.554166","554166","","TI-NZT-554166 - SCNOC - AWT - Half Chain Road",,,,,"","Canterbury","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SCNOC - AWT - Kitchener Park","Infrastructure","L9.DNZJ.554168","554168","","TI-NZT-554168 - SCNOC - AWT - Kitchener Park",,,,,"","Canterbury","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Scope 3 Accounts","Branch","L9.J.102001","L9.J.102001","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","Scope 3 Category 15","Other","","","","",,,,,"","North Ryde","Australia",,"Scope 3 Category 15 Interim","Scope 3 Category 15 Interim","Scope 3 Category 15 Interim","Downer","100.0000",,,"Portfolio",,,,,
"Downer","Scope 3 Category 15","Other","","","","",,,,,"","North Ryde","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","Scott Point Primary School","Other","L9.DNZ.HA0398","JP_HA0398","","","11 Scott Road","Hobsonville","Auckland","618","New Zealand","Whenuapai","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-36.8029","174.6589",,,
"Downer","SCUH Management & Admin SD","Other","L9.S.16013861","16013861","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","SD2 EU Subcontractors","Other","L9.J.23440353","L9.J.23440353","","",,,,,"","Australia","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SDC Footpaths 2021","Other","L9.DNZJ.556612","556612","","",,,,,"","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SDC Otautau Nightcaps Rd Rehab","Other","L9.DNZJ.312032","312032","","",,,,,"","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SE Water Transition","Other","L9.J.24160252","24160252","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Sealing Stock (South Island)","Other","L9.DNZJ.55392","55392","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","SEQ General Indirects Serv Del","Other","L9.S.16016281","16016281","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Services - Metallurgical","Other","L9.J.395301","395301","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SEW Plant clearing","Other","L9.J.241614","241614","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Seymour - Support","Other","L9.J.241939","241939","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","SF - Clare","Construction Site","L9.J.3775000901","IP-360.369.889.354","73","","Shadforth Road","Clare","QLD","4807","Australia","Queensland","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-19.834681","147.210086","310",,
"Downer","SF - Ross River","Offsite Power","L9.J.381159","72","72","","Kelso Drive","Kelso","QLD","4815","Australia","Queensland","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-19.418246","146.725434","310",,
"Downer","SH1/29 SAFETY IMPROVEMENTS","Public Facility","L9.DNZJ.DN1208","JP_DN1208","","TI-NZT-DN1208 -SH1/29 Safety Improvements
1833B State Highway 1  Tirau 3484
State Highway 29  Karapiro  Cambridge 3484",,,,,"","Waikato","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SH1C Cobham Cambridge Upgrade","Public Facility","L9.DNZJ.559620","559620","","TI-NZT-559620 -  SH1C Cobham Cambridge Upgrade
208 Cambridge Road, Hillcrest, Hamilton 3216",,,,,"","Hamilton","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SH2 / SH58 Interchange","Other","L9.DNZJ.MN4153","MN4153","","Temporarily created a new Envizi location under T&I for: 
TI-NZT-MN4153 - SH2/SH58 Haywards Interchange

UT also seems to have an active INX project: 
UT-NZU-159727-SH2 / SH58 Interchange",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SH25a Roading Redev RFT","Public Facility","L9.DNZJ.559321","559321","","TI-NZT-559321 - SH25a Roading Redev RFT
From Waitomo delpoint: DOWNER UTILITIES ALLIANCE (Address: 25A KOPU HIKUAI HIGHWAY)",,,,,"","Waikato","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SH4 Te Oreore Slip Replacement","Other","L9.DNZJ.552410","552410","552410","",,,,,"","Taranaki","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","SH58 SAFETY IMPROVEMENT STG 2A","Infrastructure","L9.DNZJ.DN1193","JP_DN1193","","JP_DN1193, JP_DN1177,","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
