"Associate","Location_Name","Type","Ref_No","Location Ref","Id","Notes","Address","City","State","Postal_Code","Address Country","Region","Country","Alternate Factor Region","Group Level 1","Group Level 2","Group Level 3","Group_Associate","Report_Percent","Effective_From","Effective_To","Group_Type","Latitude","Longitude","ANZSIC Code","Opened On","Closed On"
"Downer","Chip Sealing - Lower South","Other","L9.DNZJ.55390","55390","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Chorus FSA 25-30 EU Subcontractors","Other","L9.DNZ.810.10.034","L9.DNZ.810.10.034","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Chorus FSA Transition","Other","L9.DNZ.810.10.034","10034","","10.034","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Chorus RBI","Other","L9.DNZ.810.10.246","10246","","10.246","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Christchurch (118 Salisbury St","Residential","L9.DNZJ.91408","91408","","COR-NZHO-91408 - Christchurch (118 Salisbury St",,,,,"","Christchurch","New Zealand",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","Christchurch (133 Cavendish Rd","Storage","L9.DNZJ.91393","91393","","COR-91393 - Christchurch (133 Cavendish Rd
T&I Setdown Area
Metered temporary - Site Shed  133 Cavendish Road  Redwood  Christchurch",,,,,"","Christchurch","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Christchurch (40 Ballarat Way)","Office","L9.DNZJ.91423","91423","","","40 Ballarat Way","Wigram","Christchurch","8042","","Christchurch","New Zealand",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification",,,,,
"Downer","Christchurch Build","Other","L9.DNZ.810.10.232","10232","","10.232","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Christchurch Chorus M&P","Other","L9.DNZ.810.10.188","10188","","10.188","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Christchurch Depot(McLeans Is)","Other","L9.DNZJ.55650","55650","","","397 Mcleans Island Road","Mcleans Island","Christchurch","8051","New Zealand","Christchurch","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-43.4761","172.5161",,,
"Downer","Christchurch ISP","Other","L9.DNZ.810.10.181","10181","","10.181","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Christchurch ISP EU Subcontractors","Other","L9.DNZJ.10181","L9.DNZJ.10181","","",,,,,"","Auckland City","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Christchurch Laboratory","Other","L9.DNZJ.3523","3523","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Christchurch Maintenance (FM) - 45002890","Other","L9.S.24000259","2000004704","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Christchurch Mob/Maint/Build","Other","L9.DNZ.810.10.248","10248","","10.248","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Christchurch Mob/Maint/Build EU Subcontractors","Other","L9.DNZ.810.20568","L9.DNZ.810.20568","L9.DNZ.810.20568","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Christchurch Operations 45003019","Other","L9.S.26016955","2000004652","","",,,,,"","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Christchurch Vodafone OSP","Other","L9.DNZ.810.10.182","10182","","10.182","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Ciber Mobile Asphalt Plant","Other","L9.DNZJ.3512","3512","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","CIT One NZ EU Subcontractors","Other","L9.DNZ.810.21026","L9.DNZ.810.21026","","",,,,,"","New Zealand","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","CIT Other EU Subcontractors","Other","L9.DNZ.810.21026","L9.DNZ.810.21026","","",,,,,"","New Zealand","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","CIT Spark EU Subcontractors","Other","L9.DNZ.810.21026","L9.DNZ.810.21026","","",,,,,"","New Zealand","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","City of Melton Roads and Drainage Asset Maintenanc","Depot","L9.J.170232","L9.J.170232","","",,,,,"","Victoria","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","City of Yarra Streets Serv Del","Other","L9.S.16012018","16012018","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","CityLink","Depot","L9.J.170269","","","",,,,,"","Victoria","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Citylink & WGT","Other","L9.J.17021307","17021307","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Citylink & WGT Inc Resp & Main","Other","L9.J.170269","170269","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Civil Maintenance OH","Other","L9.J.170285","170285","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Clare SF O&M","Other","L9.J.38600004","38600004","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Clare Solar Farm","Other","L9.J.24130039","24130039","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","CLIFTON COURT STREETSCAPE","Other","L9.DNZJ.553348","553348","553348","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","CLOSED","Other","","","","",,,,,"","New South Wales","Australia",,"Operational Control","Operational Control","Asset & Development Services (Baseline)","Downer","100.0000",,,"Classification",,,,,
"Downer","CLOSED_NZ_Tuvalu","Airport","L9.DNZJ.300208","300208","","TI-NZT-300208 - Pacific Recharge - Tuvalu",,,,,"","Funafuti","Tuvalu",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,2025/08/01
"Downer","Clyde Road Early Works","Other","L9.J.24190252","24190252","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","CMC Eraring Maintenance FY25","Other","L9.J.38243024","38243024","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","CNOC Rehabs","Other","L9.DNZJ.550728","550728","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Coastal Lakes College","School","","","","",,,,,"","Western Australia","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Coca Cola Amatil","Other","","","","",,,,,"","New South Wales","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","Coliban Water - Water Metering Ser","Other","L9.S.16013436","16013436","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Collins St - IS-Roads Head Office","Head Office","L9.J.170228","8011","","Consolidation of 303 Collins St & Port Melbourne offices from 22/05/2017","567 Collins Street","Melbourne","VIC","3000","Australia","Victoria","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.819","144.956","692",2017/05/22,
"Downer","Colongra Maintenance","Other","L9.J.38220072","38220072","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Commercial","Other","L9.DNZJ.63930","63930","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Commercial & Finance","Other","L9.DNZJ.55908","55908","","",,,,,"","Manurewa","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Commercial and Risk","Other","L9.DNZJ.56904","56904","","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Commercial Solar EU Subcontractors","Other","L9.J.50129994","L9.J.50129994","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Communications","Other","L9.DNZJ.9032","9032","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Compliance Management","Other","L9.DNZ.810.10.129","10129","","10.129","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","Concrete Pavement Recycling","Other","L9.J.170731","170731","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,
"Downer","Confluence - Plant Pool","Other","L9.J.241607","241607","","",,,,,"","North Ryde","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Confluence Water JV","Facility","L9","UTIL-241606","","",,,,,"","New South Wales","Australia",,"Y_Non Operational Control","Y_Non Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Connect Blenheim EU Subcontractors","Other","L9.DNZ.810.20920","L9.DNZ.810.20920","","",,,,,"","Auckland City","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Connect Canterbury EU Subcontractors","Other","L9.DNZ.810.20918","L9.DNZ.810.20918","","",,,,,"","Auckland City","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Connect Canterbury V2 EU Subcontractors","Other","L9.DNZJ.10187","L9.DNZJ.10187","L9.DNZJ.10187","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Connect Central Otago/Lakes v2 EU Subcontractors","Other","L9.DNZ.810.20993","L9.DNZ.810.20993","","",,,,,"","Auckland City","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Connect CSA01 MDU/ROW Build EU Subcontractors","Other","L9.DNZ.810.20974","L9.DNZ.810.20974","","",,,,,"","Auckland City","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Connect Dunedin v2 EU Subcontractors","Other","L9.DNZ.810.10.225","L9.DNZ.810.10.225","L9.DNZ.810.10.225","",,,,,"","Auckland","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Connect Invercargill EU Subcontractors","Other","L9.DNZ.810.20914","L9.DNZ.810.20914","","",,,,,"","Auckland City","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
"Downer","Connect Nelson EU Subcontractors","Other","L9.DNZ.810.21021","L9.DNZ.810.21021","","",,,,,"","Auckland City","New Zealand",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,
